word,transcription,definition,note
𐀯-𐀊-𐀉-𐀸,si-ja-du-we,•toponym LANA: KN Dl OVIS: KN Dl ke-u-sahapax: KN Dl (po-ti-ni-ja-we-jo) ]ki-to: KN Dk (ma)-di-qoda-wo: KN Dl (po-ti-ni-ja-we-jo) te-wa-jo: KN Dl (po-ti-ni-ja-we-jo) ]-*83-re-to: KN Dl (po-ti-ni-ja-we-jo) ,
𐀯-𐀊-𐀔-𐀵,si-ja-ma-to,•probably a theonym in nominative and dative KN Fp: pa-de pa-si-te-o-itheonym qe-ra-si-jatheonym KN U: a3-ki-si-jo anthroponym me-wo-ni-jo anthroponym etc. [[*177]]: KN U ,
𐀯-𐀊-𐁆-𐀫,si-ja-pu2-ro,•anthroponym ,
𐀯-𐀍-𐀺-𐀳,si-jo-wo-te,dative-locative -wo-te 'provided with' •toponym locative  ,
𐀯-𐀑-𐀵,si-ki-to,•anthroponym KN Da: pu-so KN Da: OVIS ,
𐀯-𐀔-𐀒,si-ma-ko,•anthroponym ,
𐀯-𐀖-𐀳-𐀄,si-mi-te-u,•anthroponym ⇔ Σμινθεύς (epithet of Apollo in the Iliad) ,
𐀯-𐀗,si-mo,•anthroponym ⇔ Σῖμος Σίμων TUN: KN Sc ,
𐀯-𐀚-𐀁-𐀊,si-ne-e-ja,•anthroponym ,
𐀯-𐀛-𐀵,si-ni-to,•anthroponym KN Dg: ti-ja anthroponym KN Dg: ru-ki-to ,
𐀯-𐀝-𐀐,si-nu-ke,•anthroponym ,
𐀯-𐀝-𐀗-𐀫,si-nu-mo-ro,•anthroponym? CAP: KN Mc *150: KN Mc ,
𐀯-𐀞-𐀲-𐀈,si-pa-ta-do,•anthroponym ,
𐀯-𐀟-𐀸,si-pe-we,uncertain toponym Van Spitael & Faure 1977 •toponym locative?  McArthur Jennifer 1993 Suplementos a MINOS núm. 9 Place-Names in the Knossos Tablets Identification and Location Van Spitael M.A. and Paul Faure 1977 ΚΡΗΤΟΛΟΓΙΑ 5 «Villes et villages de la Crète centrale. Listes inédites de l'époque Vénetienne comparées aux tablettes de Knosos»,
𐀯-𐀨-𐀒,si-ra-ko,•anthroponym Appears as si-ra-ko  // qi-ri-ja-to on KN Ai 5976+. Appears as si-ra-ko  qi-ri-ja-to on KN B 822. MUL: KN Ai? OVIS: KN Db VIR: KN B? ra-ja: KN Db ,
𐀯-𐀨-𐀫,si-ra-ro,•toponym In KN C: o-du-ru-wi-joethnic ku-ta-i-totoponym ri-jo-notoponym a-pa-ta-watoponym wa-totoponym  McArthur Jennifer 1993 Suplementos a MINOS núm. 9 Place-Names in the Knossos Tablets Identification and Location,
𐀯-𐀨-𐀰,si-ra-so,(as si-(ra)-so) toponym hapax unless [[si-ra-si-ja|(si)-ra-si-ja]] in [KN] X 794.a is the ethnic form. Place-Names in the Knossos Tablets Identification and Location,
𐀯-𐀲-𐀫,si-ta-ro,•anthroponym OVIS: KN De KN Dg da-wo: KN De qa-mo: KN Dg ,
𐀯-𐀵,si-to,•'grain' ,
𐀯-𐀵,si-to,wheat,
𐀯-𐀵-𐀡-𐀴-𐀛-𐀊,si-to-po-ti-ni-ja, 'Lady of the Grain' 'Mistress of grain' Bronze Age predecessor of Demeter or one of her epithets van Leuven 1979: epithet of Demeter or Leto •epithet of Demeter ⇔ Σιτώ  Hiller Stefan 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Religion and Cult van Leuven Jon C. 1979 Kadmos Band 18 Heft 2 “Mycenaean Goddesses Called Potnia”,
𐀯-𐀼,si-za,•anthroponym ,
𐀯-𐁀-𐀫,si-a2-ro,•fat hogs ⇔ σίαλος (Iliad XXI 363+) ,
𐀯-𐁆,si-pu2,•anthroponym ,
𐀱-𐀇-𐀛-𐀒,su-di-ni-ko,•anthroponym ,
𐀱-𐀊-𐀵,su-ja-to,•meaning obscure Appears as e-ne-si-da-o-ne  su-ja-to on KN M 719. *146: KN M ,
𐀱-𐀐-𐀩,su-ke-re,•anthroponym •genitive of su-ke-re ,
𐀱-𐀑-𐀪-𐀲,su-ki-ri-ta,toponym probably Sybrita based on non-contradicting geographic evidence of place-name equation •toponym ⇔ Σύβριτα •locative plural? •anthroponym Appears as su-ki-ri-ta-jo  wo-we-u on KN C 911. su-ki-ri-ta (KN Dn): e-ko-sotoponym CAP: KN C OVIS: KN Db KN Df KN Dl KN Dn a-re-ta2?(pu)-(na)-(so): KN Df ]a-*56-no: KN Dv da-na-johapax: KN Db ki-mu-ku(if same as ki-mu-ko: a-ka pa-i-to): KN Db ki-u-ro: KN Dl po-ri-wohapax: KN C  Place-Names in the Knossos Tablets Identification and Location kar WNXIV.169 OVIS inventory,
𐀱-𐀒,su-ko,fig,
𐀱-𐀒-𐀚,su-ko-ne,•meaning obscure? ,
𐀱-𐀔-𐀜,su-ma-no,•anthroponym KN Dh: ti-ri-to ,
𐀱-𐀖,su-mi,•anthroponym ,
𐀱-𐀗-𐀜-𐀤,su-mo-no-qe,•anthroponym + connective enclitic -qe LANA: KN Od ,
𐀱-𐀡,su-po,•anthroponym ,
𐀱-𐀢-𐀺,su-pu-wo,•anthroponym genitive? ,
𐀱-𐀦-𐀲,su-qo-ta,•'swineherd' ⇔ συβώτης ⇔ a-no-qo-ta-o a-pi-qo-ta-o pe-ri-qo-ta-o qe-re-qo-ta-o wi-jo-qo-ta-o •genitive of su-qo-ta ,
𐀱-𐀦-𐀲,su-qo-ta,porks herders,
𐀱-𐀪-𐀗,su-ri-mo,Melena 1974: toponym Σύλαμος (but as and Faure 1967 note Silamo isn't attested in writing with certainty until 1248 CE) •toponym Palaeolexicon: anthroponym •ethnic adjective of su-ri-mo LANA: KN Dl OVIS: KN Da KN Db KN Dc KN De KN Df KN Dg KN Dl KN Dv VIR: KN Am *168+SE: KN Pp da-to-ro: KN Dk KN Dv ki-ta-ne-to: KN Am KN Da KN Da: e-ro-u-tahapax KN Db: a3-ku-pi-ti-johapax KN Dc: di-ka-ta-ro wi-da-ka-sohapax KN Df: a-du-ru-po-tohapax a-tu-ko qa-i-pohapax KN Dl: i-pe-tahapax KN Dv: au-ri-joa-ka ku-ta-to wi-na-to KN Pp: a-na-re-uhapax  Faure Paul 1967 Kadmos 6 «Toponymes préhelléniques dans la Crète moderne» Place-Names in the Knossos Tablets Identification and Location Melena José L. 1974 Minos 15 Coriander on the Knossos tablets,
𐀱-𐀬-𐀰,su-ru-so,•anthroponym KN Dv: OVIS KN Dv: da-wo ,
𐀱-𐀮,su-se,•anthroponym KN Da: ra-to KN Da: OVIS ,
𐀱-𐀲-𐀜,su-ta-no,•anthroponym KN Da: ra-to KN Da: OVIS ,
𐀱-𐀼,su-za,•fig-trees ⇔ συκέα  See also: Linear B AB17: za is ka2?,
𐀱-𐀼,su-za,fig trees,
𐀲-𐀄-𐀙-𐀰,ta-u-na-so,•anthroponym KO: KN Ga OVIS: KN De KN Dv qa-mo: KN Ga? qa-ra: KN De ,
𐀲-𐀄-𐀞-𐀉-𐀸,ta-u-pa-du-we,•anthroponym KN E: pa-na-sohapax anthroponym ta-ra-qohapax anthroponym pu-na-so?toponym KN E: GRA ,
𐀲-𐀄-𐀡-𐀜,ta-u-po-no,Duhoux 2011: no obvious Greek interpretation •anthroponym ma [[*177]]: KN U  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines,
𐀲-𐀆-𐀰,ta-de-so,•anthroponym ⇔ Τάρδησσος OVIS: KN De KN Df e-ko-so: KN De ja-(po)?: KN V ru-ki-to: KN Df ,
𐀲-𐀇-𐁒-𐀰,ta-di-*22-so,•anthroponym ,
𐀲-𐀖-𐀆-𐀰,ta-mi-de-so,•anthroponym KN Dl: e-ra KN Dl: OVIS LANA ,
𐀲-𐀖-𐀋-𐀄,ta-mi-je-u,•anthroponym ⇔ Ταμίας ,
𐀲-𐀖-𐀳-𐀗,ta-mi-te-mo,•meaning obscure destination of offerings? KN Fs: HORD OLE ,
𐀲-𐀙-𐀡-𐀰,ta-na-po-so,•anthroponym ,
𐀲-𐀙-𐀵,ta-na-to,•anthroponym ,
𐀲-𐀛-𐀒,ta-ni-ko,•anthroponym anthroponym + connective enclitic -qe ,
𐀲-𐀞-𐀁-𐀃-𐀳,ta-pa-e-o-te,•describing men apparently contrasting with a-pe-o-te 'absent': possibly an adverb ⇔ ταρφέες effectively meaning 'present' ,
𐀲-𐀞-𐀅-𐀜,ta-pa-da-no,•anthroponym ,
𐀲-𐀞-𐀜,ta-pa-no,•anthroponym KN Sc: BIG ,
𐀲-𐀟-𐀊,ta-pe-ja,carpets,
𐀲-𐀟-𐀫,ta-pe-ro,•anthroponym KN Da: e-ra? KN Da: OVIS ,
𐀲-𐀨-𐀕-𐀵,ta-ra-me-to,•anthroponym? ,
𐀲-𐀨-𐀖-𐀏,ta-ra-mi-ka,kind of chamber,
𐀲-𐀨-𐀝,ta-ra-nu,•beam footstool ⇔ θρῆνυς •plural Chadwick John and Michael Ventris 1973 Documents in Myceanean Greek,
𐀲-𐀨-𐀝-𐀸,ta-ra-nu-we,beams,
𐀲-𐀨-𐀦,ta-ra-qo,•anthroponym KN E: GRA ,
𐀲-𐀨-𐀯-𐀊,ta-ra-si-ja, weighed quantity (of items to be processed) [...] can be compared with the corveé a form of forced or statutory work ⇔ ταλασία 'wool processing' •amount weighed out and issued for processing ,
𐀲-𐀨-𐀯-𐀊,ta-ra-si-ja,name of a system,
𐀲-𐀨-𐀵,ta-ra-to,•anthroponym ⇔ Στράτων ,
𐀲-𐀨-𐀵,ta-ra-to,•anthroponym ⇔ Στράτων ,
𐀲-𐀨-𐀵,ta-ra-to,•anthroponym ⇔ Στράτων ,
𐀲-𐀨-𐀵,ta-ra-to,•anthroponym ⇔ Στράτων ,
𐀲-𐀨-𐀵-𐀜,ta-ra-to-no,•anthroponym ,
𐀲-𐀩-𐀄,ta-re-u,•anthroponym ⇔ Θαλῆς ,
𐀲-𐀯-𐀒-𐀜,ta-si-ko-no,•anthroponym? ,
𐀲-𐀰,ta-so,•anthroponym ,
𐀲-𐀱,ta-su,•anthroponym ,
𐀲-𐀲-𐀗,ta-ta-mo,stylobate,
𐀲-𐀲-𐀫,ta-ta-ro,•anthroponym ⇔ Τάνταλος ,
𐀲-𐀲-𐀲,ta-ta-ta,•anthroponym? ,
𐀲-𐀴-𐀦-𐀸-𐀄,ta-ti-qo-we-u,•anthroponym ⇔ Στήσιππος •genitive of ta-ti-qo-we-u Appears as ta-ti-qo-we-wo  o-ka  to-wa  po-ki-ro-qo  pe-ri-no  de-u-ka-ri-jo  ra-pe-do  do-qo-ro  pe-ri-ra-wo  e-no-wa-ro  to-so-de  pe-di-je-we wa-wo-u-de  ke-ki-de  VIR 10 on PY An 654. VIR: PY An? ,
𐀲-𐀵,ta-to,•1. (KN As as ta-to-qe) anthroponym + connective enclitic -qe 2. (PY Cn) toponym? ,
𐀲-𐀵-𐀗,ta-to-mo,•cf. σταθμός 1. sheep-fold 2. upright post pillar 3. weight Palaeolexicon: stable ,
𐀲-𐀵-𐀗,ta-to-mo,stable,
𐀲-𐀷-𐀒-𐀵,ta-wa-ko-to,•anthroponym? LANA: KN Od ,
𐀲-𐀸-𐀯-𐀍,ta-we-si-jo,•anthroponym Appears as ta-we-si-jo-jo  ke-ro-si-ja on PY An 261 & PY An 616. OVIS: KN Dv VIR: PY An e-ra: KN Dv ,
𐀲-𐀼-𐀫,ta-za-ro,•anthroponym KN V: a-nu-mo anthroponym ja-ma-rahapax anthroponym [[po-mi-ni-jo]]hapax anthroponym [[wa-du-na]]anthroponym *47-ti-jo anthroponym BOS: KN Ch OVIS: KN Db ZE: KN Ch u-ta-no: KN Db ,
𐀲-𐁈-𐀵,ta-ra2-to,•anthroponym same as ta-ra-to ,
𐀲-𐁕-𐀫,ta-*49-ro,•anthroponym KN Da: pu-na-so KN Da: OVIS ,
𐀳-𐀃,te-o,god,
𐀳-𐀃,te-o, 'god' •god goddess Pylos  (as te-o-jo do-e-ra/do-e-ro)  'god's servant' Chadwick & Ventris: always with do-e-ro do-e-ra; genitive of te-o Knossos Pylos  Iliad III.295: [...] ἠδ᾽ ἔυχοντο θεοις αἰειγενέτησιν. and made prayer to the gods who are for ever. Knossos Pylos (as ma-te-re te-i-ja) Duhoux 2011: adjective in 'to the divine mother'  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines Hiller Stefan 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Religion and Cult ,
𐀳-𐀃-𐀂,te-o-i,gods,
𐀳-𐀃-𐀈-𐀨-𐀤,te-o-do-ra-qe,Duhoux 2011: anthroponym ⇔ Θεοδώρα 'God given' •anthroponym + connective enclitic -qe ⇔ Θεοδώρα Appears as [[e-ri-tu-pi-na]]  te-o-do-ra'-qe' 2 on MY V 659.  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines,
𐀳-𐀃-𐀡-𐀪-𐀊,te-o-po-ri-ja,a religious festival,
𐀳-𐀃-𐀡-𐀪-𐀊,te-o-po-ri-ja, 'the carrying of the god' •possibly name of festival? ⇔ θεοφορία 'divine possession' Appears as o-du-we 'te-o-po-ri-ja' on KN Od 696. M: KN Od PYC: KN Ga ma-sa: KN Ga Chadwick John and Michael Ventris 1973 Documents in Myceneaan Greek Hiller Stefan 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux & Anna Morpurgo Davies) Religion and Cult,
𐀳-𐀄-𐀵,te-u-to,Ilievski 1996: anthroponym a sobriquet ⇔ τεῦθος sepia Ilievski Petar Hr. 1996 Attí e memorie del secondo congresso internazionale di micenologia vol. 1 Filologia “The Mycenaean Personal Names in -to with regard to the derivatives from verbal adjectives”,
𐀳-𐀍,te-jo,•anthroponym KN L: TELA ,
𐀳-𐀐,te-ke,put place,
𐀳-𐀑-𐀪-𐀚-𐀵,te-ki-ri-ne-to,•anthroponym KN Dq: OVIS KN Dq: se-to-i-ja ,
𐀳-𐀒-𐀵-𐀚,te-ko-to-ne,carpenters,
𐀳-𐀒-𐀵-𐀚,te-ko-to-ne,•carpenters ⇔ τέκτονες (Iliad VI 315+) •probably two words rather than a toponym Chadwick 1967: TBD TBD •alternative spelling of te-ko-to-a-pe  Chadwick 1963 TBD ,
𐀳-𐀕-𐀜,te-me-no,sacred precinct temple,
𐀳-𐀖,te-mi,•1. in composite spellings: [[o-u-ki-te-mi]] [[o-u-te-mi]] ⇔ τἐρμις 'border' 2. (KN Df) anthroponym te-mi2 (KN Df): ku-jo anthroponym ,
𐀳-𐀖-𐀫,te-mi-ro,•anthroponym KN Da: di-ro KN Da: OVIS ,
𐀳-𐀖-𐁃,te-mi-dwe,joining of the spoke to the hub on a wheel with some kind of wedges or chocks •adjective describing wheels (ROTA) provided with a termis (border edge flange?) ⇔ τερμιόεις (Iliad XVI 803+) •nominative plural neuter of te-mi-dwe •nominative dual of te-mi-dwe   (ed. Yves Duhoux and Anna Morpurgo Davies) ,
𐀳-𐀖-𐁃-𐀲,te-mi-dwe-ta,wheel with teeth,
𐀳-𐀞,te-pa,•a heavy cloth ⇔ τάπτης? ,
𐀳-𐀞-𐀨,te-pa-ra,•anthroponym or toponym? Appears as te-pa-ra  pe-re-qo-ta on KN Ce 50. (see also ti-ri-to) OVIS: KN Ce a-nu-ko?da-mi-ni-jo ku-ta-to pa-i-to: KN Ce ro-ruti-ri-to ?u-ta-no: KN Ce ,
𐀳-𐀟-𐀄,te-pe-u,•anthroponym ⇔ Τέρπανδρος? ,
𐀳-𐀟-𐀊,te-pe-ja,•a woman's trade probably makers of te-pa •genitive plural of te-pe-ja ,
𐀳-𐀣-𐀊,te-qa-ja,•anthroponym ⇔ ethnic adjective of Θηβαῖος ,
𐀳-𐀣-𐀊,te-qa-ja,theban woman,
𐀳-𐀨-𐀟-𐀳,te-ra-pe-te,•anthroponym KN V 147: da-te-wa e-u-ru-qo-ta na-e-si-jo we-we-ro ,
𐀳-𐀨-𐀡-𐀯-𐀍,te-ra-po-si-jo,•anthroponym a 'collector' or adjective? Derivative of θεράπων? ,
𐀳-𐀨-𐀡-𐀴,te-ra-po-ti,•recipient of barley in dative anthroponym? ⇔ Θεράπων? KN F: HORD ,
𐀳-𐀩-𐀚-𐀸,te-re-ne-we,•toponym locative singular or nominative plural? •variant form of name feminine locative singular ,
𐀳-𐀩-𐀜,te-re-no,•meaning obscure Appears as qe-te-a  te-re-no on KN Fp 363. ,
𐀳-𐀩-𐀲,te-re-ta,Duhoux 2011: 'service-men' Kazanskeine 1995: religious overseers ⇔ τηρητής •name of a class of functionaries ⇔ τελεστά 'an official' nominative singular and plural •genitive plural of te-re-ta te-re-ta and wa-na-ta-jo-jo are closely co-located on PY En 609. wa-na-ta-jo is te-re-ta pa-ro a-ma-ru-ta a-tu-ko is e-te-do-mo pa-ro wa-na-ta-jo and e-*65-to [[i-ni-ja]] and [[si-ma]] are te-o-jo do-e-ra/do-e-ro pa-ro wa-na-ta-jo on the PY Eo series. GRA: PY Eo PY Er VIR: PY Er a-pa-ta-wa: KN Am da-*22-to: KN Uf qa-ra: KN Uf ti-ri-to: KN Uf?  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines Kazanskiene Vanda P. 1995 Politeia 2 Land Tenure and Social Position in Mycenaean Greece,
𐀳-𐀩-𐀲,te-re-ta,master of ceremonies,
𐀳-𐀩-𐀷-𐀒,te-re-wa-ko,•anthroponym? ,
𐀳-𐀬-𐀫,te-ru-ro,•anthroponym CAP: KN Mc *150: KN Mc ,
𐀳-𐀬-𐀭,te-ru-sa,•anthroponym KN Dv: OVIS TH Of: LANA KN Dv: do-ti-ja ,
𐀳-𐀮-𐀄,te-se-u,•anthroponym ⇔ Θησεύς (Iliad I 265) Masson 1967: TBD Heubeck 1957: TBD  Heubeck 1957 TBD Masson 1967 TBD,
𐀳-𐀳-𐀩-𐀄,te-te-re-u,augur diviner,
𐀳-𐀳-𐀩-𐀄,te-te-re-u,•anthroponym ⇔ τερθρεύς 'quibbler' (late BCE date) Appears as te-te-re-u  i-je-re-ja  pa-ki-ja-na  do-e-ro at PY Eb 1176 and te-te-re-u  i-je-re-ja  do-e-ro at PY Ep 539. Compare with we-te-re-u  i-je-re-u on PY En 74 PY Eo 247 and PY Ep 539. ,
𐀳-𐀶-𐀒-𐀺-𐀀,te-tu-ko-wo-a,•'fully worked' 'finished' ⇔ τεύχω τετευχώς •alt. spelling of te-tu-ko-wo-a describing wheels Appears as e-qe-si-ja  te-tu-ko-wo-a on KN L 871. Appears as te-tu-ko-wo-a2 [[no-pe-re-a2]] on PY Sa 682. ROTA: PY Sa TELA: KN L ZE: PY Sa ,
𐀳-𐀷-𐀍,te-wa-jo,•anthroponym nominative and dative BOS: KN Ce HORD: PY Fn OVIS: KN Dl si-ja-du-we: KN Dl (po-ti-ni-ja-we-jo) ,
𐀴-𐀊,ti-ja,•anthroponym ,
𐀴-𐀖-𐀵,ti-mi-to,(as *ti-mi-to a-ko) Bennet 2011: Further Province district centre (as *ti-mi-to a-ko) Palaima 2000: 'glen of the terebinth trees' ⇔ τιρμίνθων ἄγκος (as ti-mi-to [[a-ke-e]]) •locative toponym ⇔ [[te-mi-ti-ja]] compound of ti-mi-to + locative of noun in -os ⇔ ἄγκος 'glen'; Located in the south of the Further Province. •variant spelling of ti-mi-to a-ke-e AUR: PY Joti-mi-ti-ja CAP: PY Cn KE M: PY Ma ME: PY Ma OVIS: PY Cn RI M: PY Ma SUS: PY Cn VIR: PY Acte-mi-ti-jo ZE: PY Aqti-mi-ti-ja *146: PY Ma *154: PY Onte-mi-ti-ja *171: PY Aqti-mi-ti-ja ka-ke-we: PY Ma ko-re-te: PY Aqti-mi-ti-ja PY Joti-mi-ti-ja PY Onte-mi-ti-ja Bennet John 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) The Geography of Mycenaean Kingdoms  Palaima Thomas G. 2000 Faventia 22 Θέμις in the Mycenaean lexicon and the etymology of the place-name *ti-mi-to a-ko * in front of a sign group indicates a reconstructed sign group which is not actually attested in the Linear B corpus,
𐀴-𐀖-𐀼,ti-mi-za,•anthroponym KN Dk: i-ke-se-ra anthroponym KN Df: ku-ta-to KN Dk: da-mi-ni-jo (if toponym definition is correct) KN Df: OVIS KN Dk: OVIS LANA ,
𐀴-𐀘-𐀝-𐀸,ti-mu-nu-we,•anthroponym dative •genitive of ti-mu-nu-we? KO: KN Ga? LANA: KN Od *146: KN M pu-na-so: KN Ga ,
𐀴-𐀛-𐀊-𐀲,ti-ni-ja-ta,•qualification of man's name trade or title dative singular ⇔ o-pi-ti-ni-ja-ta Appears as du-ni-jo  ti-ni-ja-ta on PY Fn 79. PY Fn: HORD ,
𐀴-𐀜,ti-no,•1. anthroponym? 2. toponym? ,
𐀴-𐀣-𐀍,ti-qa-jo,•anthroponym ⇔ toponym Θίσβη •genitive of ti-qa-jo ,
𐀴-𐀨,ti-ra,•'flocks of wool'? ⇔ τίλλω Appears as qo-ja-(te) a-pu-do-ke  ti-ra [ on KN Od 681. LANA: KN Od? ,
𐀴-𐀪,ti-ri,three,
𐀴-𐀪-𐀃-𐀁-𐀸,ti-ri-o-e-we,with three handles,
𐀴-𐀪-𐀅-𐀫,ti-ri-da-ro,•anthroponym ,
𐀴-𐀪-𐀍,ti-ri-jo,•anthroponym ,
𐀴-𐀪-𐀍-𐀒-𐀰,ti-ri-jo-ko-so,•anthroponym KN Da: *56-ko-we? KN Da: OVIS ,
𐀴-𐀪-𐀍-𐀣,ti-ri-jo-qa,•anthroponym ⇔ Τρίοπος (Homer) ,
𐀴-𐀪-𐀍-𐀸,ti-ri-jo-we,•with three handles ⇔ a-no-we qe-to-ro-we •nominative dual of ti-ri-jo-we ti-ri-jo-we is confirmed with the ideogram of a 3-handled vase *202VAS on PY Ta 641 which also includes a-no-we with a handleless ideogram and qe-to-ro-we with a 4-handled ideogram. ti-ri τρι 3 + o-we οὖς ear handle ,
𐀴-𐀪-𐀡,ti-ri-po,Wiktionary: tripod •tripod ⇔ τρίπους •nominative dual of ti-ri-po Woodard 1997: The tri cluster is represented by ti-ri because the ti takes on the vowel of ri via the progressive spelling strategy.  Woodard Roger D. 1997 Greek Writing from Knossos to Homer: A Linguistic Interpretation of the Greek Alphabet and the Continuity of Ancient Greek Literacy,
𐀴-𐀪-𐀡-𐀆,ti-ri-po-de,tripod,
𐀴-𐀪-𐀡-𐀇-𐀒,ti-ri-po-di-ko,•1. small tripod cauldrons ⇔ τριποδίσκος 2. anthroponym dative ,
𐀴-𐀪-𐀡-𐀇-𐀒,ti-ri-po-di-ko,small disks with easel,
𐀴-𐀪-𐀭-𐀲,ti-ri-sa-ta,•anthroponym ,
𐀴-𐀪-𐀮-𐀫-𐀁,ti-ri-se-ro-e,•theonym dative ⇔ Τριτοπάτορες? ,
𐀴-𐀪-𐀮-𐀫-𐀁,ti-ri-se-ro-e,thrice-hero,
𐀴-𐀪-𐀮-𐀫-𐀁,ti-ri-se-ro-e,wine deity,
𐀴-𐀪-𐀵,ti-ri-to,•1. toponym ⇔ Τρίτα 2. anthroponym ⇔ Τρίτος Τρίτων Appears as e-ke  ti-ri-to  pu-te on KN Uf. Appears as e-ke  pu-te-ri-ja DA 1 ti-ri-to on KN Uf. Appears as ti-ri-to  pe-ri-qo-te-jo on KN De 1231. (see also te-pa-ra) Appears as ti-ri-to  pe-ri-qo-te-jo on KN Db 1232. ti-ri-to in KN V: qa-ratoponym ru-ki-totoponym ti-ri-ti-jo in KN E: pu-si-joethnic ru-ki-ti-joethnic tu-ri-si-joethnic qa-mi-joethnic qa-ra-joethnic ra-ti-joethnic u-ta-ni-joethnic DA: KN Uf GRA: KN E OVIS: KN Da KN Db KN De KN Df KN Dg KN Dh KN Dq KN Dv PA: KN Uf TELA+PU: KN L *168+SE: KN Pp a-ra-kodo-ti-ja: KN Db a3-ki-wa-to: KN Uf da-i-ta-ra-rohapax: KN De di-za-so: KN Pp e-u-ko-roda-*22-to do-ti-ja: KN Db i-ra-ta: KN Uf ko-kuhapax: KN Dh ku-ka-ro: KN Da na-pu-ti-jo: KN Db pu-nu-sohapax: KN Df qa-ra2-ti-johapax: KN Dg ro-rute-pa-ra ?u-ta-no: KN Dq su-ma-nohapax: KN Dh  Henle Jane Elizabeth 1953 A Study in Word Structure in Minoan Linear B,
𐀴-𐀪-𐀵,ti-ri-to,third,
𐀴-𐀷-𐀴-𐀊,ti-wa-ti-ja,•ethnic adjective? ⇔ [[ti-nwa-si-jo|ti-nwa-ti-ja-o]] [[ti-nwa-si-jo]] ,
𐀵-𐀃,to-o,•context obscure ,
𐀵-𐀄-𐀏,to-u-ka,•annotation to WOOL ⇔ te-tu-ko-wo-a? LANA: KN Lc ,
𐀵-𐀄-𐀙-𐀲,to-u-na-ta,•anthroponym KN Dm KN Dv: OVIS ,
𐀵-𐀒,to-ko,•'childbirth' 'interest' Context obscure ,
𐀵-𐀒-𐀈-𐀗,to-ko-do-mo,building workers,
𐀵-𐀒-𐀈-𐀗,to-ko-do-mo, masons ⇔ τοιχοδομέω 'build walls' •builders ⇔ τοιχοδομέω Palaeolexicon: building workers  ,
𐀵-𐀒-𐀰-𐀺-𐀒,to-ko-so-wo-ko,arc makers,
𐀵-𐀒-𐀰-𐀺-𐀒,to-ko-so-wo-ko,bow-makers •bowyers bow-makers ⇔ τοξοποιός   ,
𐀵-𐀔-𐀒,to-ma-ko,García name of an ox ⇔ στόμαργος 'noisily prating' •name of an ox ⇔ στόμαργος 'loud-mouthed' •to-ma-ko + connective enclitic qe  ,
𐀵-𐀖-𐀏,to-mi-ka,•description of textiles TELA: KN L ,
𐀵-𐀙-𐀲,to-na-ta,•anthroponym ⇔ Θοινίας Θοινίων ,
𐀵-𐀛,to-ni,uncertain toponym •meaning obscure  ,
𐀵-𐀛-𐀊,to-ni-ja,•textile description? ,
𐀵-𐀜,to-no,•chair ⇔ θρόνος (Odyssey I 145+) ,throne
𐀵-𐀜-𐀁-𐀐-𐀳-𐀪-𐀃,to-no-e-ke-te-ri-o,religious feast,
𐀵-𐀜-𐀁-𐀐-𐀳-𐀪-𐀍,to-no-e-ke-te-ri-jo, festival name in -te-ri-jo (cf. Anthestēria1 Pluntēria2) 'pouring libations at/from the throne'? •festival name 'the holding of the throne'? 1 Ἀνθεστήρια: Feast of Flowers 3-day festival of Dionysus 2 Πλυντήρια: Athenian festival in which the clothes of Athena's statue were washed  Hiller Stefan 2011 A Companion to Linear B: Mycenaen Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Religion and Cult,
𐀵-𐀞,to-pa,basket,
𐀵-𐀞,to-pa,•'of a large basket or hamper'? ⇔ τάρπη Appears as me-ti-ja-no  to-pa  [[ru-de-a2]]  (di)-pte-ra 1 on PY Ub 1318. ,
𐀵-𐀟-𐀯,to-pe-si,•anthroponym ,
𐀵-𐀟-𐀼,to-pe-za,'table' torpeza ⇔ τράπεζα •'table' torpedza ⇔ τράπεζα Wiktionary: table Palaeolexicon: table •nominative dual of to-pe-za Appears as to-pe-za  ra-e-ja 'stone table'  Appears as to-pe-za  ku-te-se-ja 'ebony table'  Appears as to-pe-za  e-re-pa-te-ja 'ivory table'  τράπεζα (Doric: τράπεσδα) table   ,
𐀵-𐀟-𐀼,to-pe-za,table,
𐀵-𐀥-𐀅-𐀰,to-qi-da-so,•anthroponym dative ,
