Gothic				
𐌰𐌲𐌻𐌾𐌰𐌽 	 aglɕen	agle 	ache	 hurt,damage
𐍆𐍂𐌰𐌻𐌴𐍄𐍃 	 verlets	fralets 	Freilassen freelet!	 liberated,freed,man
𐍆𐍂𐌰𐌻𐌿𐍃𐍄𐍃 	 verlusts	forlusts 	~Verletzen Verlustung	 destruction,perdition
𐍆𐍂𐌰𐌼𐌲𐌰𐌷𐍄𐍃 	 vermgaḫts	formgaḫts 	from.gehts <> fortschritt proµgress!	 progress,advancement
𐍆𐍂𐌰𐌿𐌾𐌰 	 veruɕa	foruɕa 	Froherr Frauherr Freiher Franca Fronga ???	" lord,Lord,God 𐍆𐌹𐌽𐍃 (fins~land) Pons (""Brücke"") Pontifex <<<"
𐍆𐍂𐌰𐌿𐌾𐌰 	 veruɕa	foruɕa 	 пра́вый  “right-hand” prawo (“law”)	 lord,Lord,God <> Frager Frogger Frauke Brauch?
			prōvincia  𐍆𐌹𐌽𐍃 (fins~land/lord!)	dominion, office, duty, province
𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐌰𐍃𐍃𐌿𐍃 	 veruɕιnassus	foruɕιnassus 	 	 lordship,dominion
𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍉𐌽𐌳𐍃 	 veruɕιnunds	foruɕιnōnds 	 	 ruler
𐍆𐍂𐌰𐍃𐍄𐌹𐍃𐌹𐌱𐌾𐌰 	 verstιsιbɕa	forstιsιbɕa 	foster.sibling!	 adoption
𐍆𐍂𐌰𐍃𐍄𐍃 	 versts	forsts 	foster <<<<>>	 child
𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐍃 	 verweurḫts	forvaurḫts 	verwerƒlich	 sin
𐍆𐍂𐌰𐍅𐌰𐍂𐌳𐌴𐌹𐌽𐍃 	 verwerdeιns	forvardeιns 	verwerden!	 destruction,ruin
𐍆𐍂𐌰𐍅𐌴𐌹𐍄 	 verweιt	forveιt 		 revenge,retribution
𐍆𐍂𐌰𐍅𐌴𐌹𐍄𐌰𐌽𐌳𐍃 	 verweιtands	forveιtands 	 	 avenger,revenger
𐍆𐍂𐌴𐌹𐌷𐌰𐌻𐍃 	 freιḫals	freιḫals 	Freiheils Freiheil! Freiheith	 freedom,liberty
𐍆𐍂𐌴𐌹𐌾𐌷𐌰𐌻𐍃 	 freιɕḫals	freιɕḫals 	Freiheils Freiheil! Freiheith	 freedom,liberty
𐍆𐍂𐌹𐌰𐌸𐍅𐌰 	 frιaƌwe	frιaƒva 	~Friede	 love,affection,charity,agape
𐍆𐍂𐌹𐌸𐌿𐍃 	 frιƌus	frιƒus 	~Friede	 love,affection,charity,agape
𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐌰 	 frιɕaƌwe	frιɕaƒva 	~Friede	 love,affection,charity,agape
𐍆𐍂𐌹𐌾𐌴𐌹 	 frιɕeι	frιɕeι 	Frei… heit/sein/keit/gesei/ety	 freedom
𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌹 	 frιɕundι	frιɕōndι 	Freundin	 female friend
𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐍃 	 frιɕunds	frιɕōnds 	Freundus	 friend
𐍆𐍂𐌹𐌾𐍉𐌽𐍃 	 frιɕuns	frιɕōns 	Freundschaft	 kiss
𐍆𐍂𐌹𐌿𐍃 	 frιus	frιus 	frier…(end)	 cold
𐍆𐍂𐌹𐍃𐌰𐌷𐍄𐍃 	 frιsaḫts	frιsaḫts 	VerSachtigung?	 image,representation,effigy,example
𐍆𐍂𐌿𐌼 	 frum	frum 	from … (to) premi(ere) premisse primum	 beginning
𐍆𐍂𐌿𐌼𐌰𐌱𐌰𐌿𐍂 	 frumabør	frumabaur 	prima.baur(on)	 firstborn
𐍆𐍂𐌿𐌼𐌰𐌳𐌴𐌹 	 frumadeι	frumadeι 	 	 preeminence
𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌹 	 frumιstι	frumιstι 	 	 beginning
𐍆𐍂𐍉𐌳𐌴𐌹 	 frudeι	frōdeι 	 	 wisdom
𐍆𐍉𐌳𐌴𐌹𐌽𐍃 	 fudeιns	fōdeιns 	food… Futterns Fütterung 	 food
𐍆𐍉𐌳𐍂 	 fudr	fōdr 	~~~folder Votzer --<	 sheath
𐍆𐍉𐌽 	 fen	fe 	burn brenn fie'n <<	 fire
𐍆𐍉𐍄𐌿𐌱𐌰𐌽𐌳𐌹 	 futubandι	fōtubandι 	foot.bande Fussbinde	 foot shackle,leg,chain
𐍆𐍉𐍄𐌿𐌱𐌰𐌿𐍂𐌳 	 futubørd	fōtubaurd 	footboard	 footstool
𐍆𐍉𐍄𐌿𐍃 	 futus	fōtus 	 foot ≠ Fötus	 foot
𐍈𐌰𐌸𐍉 	 waƌu	whaƒō 	≠ Schaum / ƒoam <<<	 foam
𐍈𐌰𐌹𐍂𐌽𐌴𐌹 	 waιrneι	whaιrneι 	Werner ;)	 skull
𐍈𐌰𐌹𐍄𐌴𐌹𐍃 	 waιteιs	whaιteιs 	 wheat	 wheat
𐍈𐌰𐍃𐍃𐌴𐌹 	 wasseι	whasseι 	 	 severity
𐍈𐌴𐌹𐌻𐌰 	 weιla	wheιla 		 hour,while,time
𐍈𐌹𐌻𐍆𐍄𐍂𐌾𐍉𐌼 	 wιlftrɕum	whιlftrɕōm 	 	 coffin,bier
𐍈𐍉𐍄𐌰 	 wuta	whōta 	 	 threat
𐍈𐍉𐍆𐍄𐌿𐌻𐌹 	 wuftulι	whōftulι 	 	 rejoicing,boasting
				
𐌰𐌱𐍂𐌰𐌷𐌰𐌼 	 abraḫam	abraḫam 	 Abraham	 Abraham
𐌰𐌱𐍂𐍃 	 abrs	abrs 	 	 severe,extreme
𐌰𐌲𐌲𐍅𐌿𐍃 	 angwus	angvus 	eng	 narrow,strait
𐌰𐌲𐌻𐌰𐌹𐍄𐌲𐌰𐍃𐍄𐌰𐌻𐌳𐍃 	 aglaιtgastalds	aglaιtgastalds 	a'Gleitgestalt ;)	 shamelessly,greedy
𐌰𐌲𐌻𐌿𐍃 	 aglus	aglus 	ugly	 difficult
𐌰𐌲𐌻𐍃 	 agls	agls 	ugly	 shameful,awkward,humiliating
𐌰𐌲𐌿𐍃𐍄𐌿𐍃 	 agustus	agustus 	Aügustins	 Augustus
𐌰𐌶𐌴𐍄𐌹𐌶𐌰 	 azetιza	ashetιsha 	easyteasy ;)	 easier,pleasant
𐌰𐌷𐌼𐌴𐌹𐌽𐍃 	 aḫmeιns	aḫmeιns 	 	 spiritual
𐌰𐌷𐍄𐌰𐌿 	 aḫtø	aḫtau 	Achten	 eight
𐌰𐌷𐍄𐌰𐌿𐌳𐍉𐌲𐍃 	 aḫtødugs	aḫtaudōgs 	AchtenTags	 eighth day
𐌰𐌷𐍄𐌰𐌿𐍄𐌴𐌷𐌿𐌽𐌳 	 aḫtøteḫund	aḫtauteḫund 	Acht&Tzehnty <3	 eighty
𐌰𐌷𐍄𐌿𐌳𐌰 	 aḫtuda	aḫtuda 	Achtadel > Achtel	 eighth
𐌰𐌸𐌸𐌰𐌽 	 aƌƌen	aƒƒe 	a'Then allon abern ƒƒƒ	 but,then,nonetheless
𐌰𐌹𐌸𐌸𐌰𐌿 	 aιƌƌø	aιƒƒau 	either	 or,otherwise,if not
𐌰𐌹𐌻𐌴𐌹𐍃𐌰𐌱𐌰𐌹𐌸 	 aιleιsabaιƌ	aιleιsabaιƒ 	Elsabe ElsaSabaith <> Sysyphous?	 Elizabeth,Biblical
𐌰𐌹𐌻𐍉𐌴 	 aιlue	aιlōe 	ALL ILu !!	 my God
𐌰𐌹𐌽𐌰𐌷𐍃 	 aιnaḫs	aιnaḫs 	einahas einham < einsam	 only,sole
𐌰𐌹𐌽𐌰𐌺𐌻𐍃 	 aιnakls	aιnakls 	einakles	 desolate,forsaken
𐌰𐌹𐌽𐌻𐌹𐍆 	 aιnlιf	aιnlιf 	einleven <3	 eleven
𐌰𐌹𐌽𐌽𐍃 	 aιnns	aιnns 	Eins! unus	 one,some
𐌰𐌹𐌽𐍃𐌷𐌿𐌽 	 aιnsḫun	aιnsḫun 	ainyswhon ;)	 anyone,anything,no one,nobody,nothing
𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐍃 	 aιnfalƌs	aιnfalƒs 	einfaltig!	 single,simple
𐌰𐌹𐌽𐍈𐌰𐌸𐌰𐍂𐌿𐌷 	 aιnwaƌaruḫ	aιnwhaƒaruḫ 	ein-what-auch (immer/jeder)	 each
𐌰𐌹𐌽𐍈𐌰𐍂𐌾𐌹𐌶𐌿𐌷 	 aιnwarɕιzuḫ	aιnwharɕιshuḫ 	<<<<< EinJeder…𐍈𐌰𐍂 GarJedzner	 every,one
𐌰𐌹𐍂𐌶𐌴𐌹𐍃 	 aιrzeιs	aιrsheιs 	errors… < farces	 erroneous,deceived
𐌰𐌹𐍂𐌸𐌰𐌺𐌿𐌽𐌳𐍃 	 aιrƌakunds	 aιrƌakunds	ErdenKind!	 born on earth,earthly
𐌰𐌹𐍂𐌸𐌴𐌹𐌽𐍃 	 aιrƌeιns	 aιrƌeιns	erdens	 earthen,earthly
𐌰𐌹𐍂𐌺𐌽𐍃 	 aιrkns	aιrkns 	archaions <> arglos  Hiero<>gero	 holy,sincere,pure
𐌰𐌺𐍂𐌰𐌽𐌰𐌻𐌰𐌿𐍃 	 akranaløs	akranalaus 	a¬kernel.os / acherna.los	 profitless,unfruitful
𐌰𐌻𐌰𐌸𐌰𐍂𐌱𐌰 	 alaƌarba	alaƒarba 	all.darben(d)	 want,needy
𐌰𐌻𐌰𐌹𐌺𐍃𐌰𐌽𐌳𐍂𐌿𐍃 	 alaιksandrus	alaιksandrus 	 Alexander	 Alexander
𐌰𐌻𐌸𐌴𐌹𐍃 	 alƌeιs	alƒeιs 	alt/old+seins? 𐌴𐌹𐍃 	 old
𐌰𐌻𐌸𐌹𐌶𐌰 	 alƌιza	alƒιsha 	Ältister > elder	 older,elder
𐌰𐌻𐌻𐌰𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌰 	 allaweurstwe	allavaurstva 	Allerwertest ≠ Allerworthst	 perfect
𐌰𐌻𐌻𐌿𐌷 	 alluḫ	alluḫ 	 	all… ?
𐌰𐌻𐌻𐍃 	 alls	alls 	 	 all
𐌰𐌻𐌾𐌰𐌺𐌿𐌽𐍃 	 alɕakuns	alɕakuns 	all kinds	 different kin,strange,unnatural
𐌰𐌻𐌾𐌹𐍃 	 alɕιs	alɕιs 	alteris	 other,another
𐌰𐌽𐌰- 	 ange-	en- 	 	 
𐌰𐌽𐌰𐌷𐌰𐌹𐌼𐌴𐌹𐍃 	 angeḫaιmeιs	enḫaιmeιs 	anheim(𐌴𐌹𐍃 seins/ens/sung)	 present,at home
𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐍃 	 angeløgns	enlaugns 	angelogen ;)	 secret,concealed
𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐍃 	 angesιuns	ensιuns 	an.sehens	 visible
𐌰𐌽𐌰𐍅𐌰𐌹𐍂𐌸𐍃 	 angeweιrƌs	envaιrƒs 	an.werdens	 future,to come
𐌰𐌽𐌳- 	 ent-	anti-- 	 	 un-,de-
𐌰𐌽𐌳𐌰- 	 enta-	anti-a- 	 	 un-,de-
𐌰𐌽𐌳𐌰𐌸𐌰𐌷𐍄𐍃 	 entaƌaḫts	anti-aƒaḫts 	 	 sensible,rational,thoughtful
𐌰𐌽𐌳𐌰𐌽𐌴𐌹𐌸𐍃 	 entaneιƌs	anti-aneιƒs 	Anti.Neider?	 opposite,opposed,hostile
𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐌴𐌹𐌲𐍃 	 entanemeιgs	anti-anemeιgs 	ent(gegen)nehme… 𐌴𐌹𐌲𐍃 	 taking,accepting,fast
𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐍃 	 entanems	anti-anems 	an(t)nehm(bar)	 acceptable,pleasant,accepted
𐌰𐌽𐌳𐌰𐍃𐌴𐍄𐍃 	 entasets	anti-asets 	entsetz(lich)!! ++	 abominable
𐌰𐌽𐌳𐌹𐌶𐌿𐌷 	 entιzuḫ	anti-ιshuḫ 	 	 either
𐌰𐌽𐌳𐌹𐌻𐌰𐌿𐍃 	 entιløs	anti-ιlaus 	 	 endless
𐌰𐌽𐌳𐍂𐌰𐌹𐌰𐍃 	 entraιas	anti-raιas 	 	 Andrew,Biblical
𐌰𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐌹𐍃 	 entweιrƌιs	anti-vaιrƒιs 	 	 opposite
𐌰𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐍃 	 entweιrƌs	anti-vaιrƒs 	 	 present,momentary,moment
𐌰𐌽𐌸𐌰𐍂𐌿𐌷 	 anƌaruḫ	anƒaruḫ 	 	 and,another,the,other
𐌰𐌽𐍃𐍄𐌴𐌹𐌲𐍃 	 ansteιgs	ansteιgs 	 	 merciful
𐌰𐌿𐌳𐌰𐌲𐍃 	 ødags	audags 	 	 blessed,fortunate
𐌰𐌿𐌳𐌰𐌷𐌰𐍆𐍄𐍃 	 ødaḫafts	audaḫafts 	 	 fortunate,blessed
𐌰𐌿𐌶𐌰𐌽𐌳𐌹𐌻 	 øzandιl	aushandιl 	 	 morning star,Venus,Lucifer
redirect to 𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐍃
𐌰𐌿𐌷𐌼𐌹𐍃𐍄𐍃 	 øḫmιsts	auḫmιsts 	 	 highest,greatest
𐌰𐌿𐌷𐌿𐌼𐌰 	 øḫuma	auḫuma 	 	 higher,superior
𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐍃 	 øḫumιsts	auḫumιsts 	 	 highest,greatest
𐌰𐌿𐌸𐌴𐌹𐍃 	 øƌeιs	auƒeιs 	 	 deserted,barren,wild
𐌰𐍂𐌼𐌰𐌷𐌰𐌹𐍂𐍄𐍃 	 armaḫaιrts	armaḫaιrts 	 	 merciful,compassionate
𐌰𐍂𐌼𐍉𐍃𐍄𐍃 	 armusts	armōsts 	 	 wretched
𐌰𐍃𐌹𐌰 	 asιa	asιa 	 	 Asia
𐌰𐍄- 	 at-	at- 	 	 
𐌰𐍆- 	 ab-	off-- 	 	 off,away
𐌰𐍆𐌰𐍂𐌿𐌷 	 abaruḫ	afteruḫ 	 	 
𐌰𐍆𐌲𐌿𐌸𐍃 	 abguƌs	off-guƒs 	 	 godless,impious
𐌰𐍆𐌷𐌰𐌹𐌼𐌴𐌹𐍃 	 abḫaιmeιs	off-ḫaιmeιs 	 	 away,home
𐌰𐍆𐍄𐌿𐌼𐌰 	 abtuma	off-tuma 	 	 last
𐌰𐍆𐍄𐌿𐌼𐌹𐍃𐍄𐍃 	 abtumιsts	off-tumιsts 	 	 last,all
𐌱𐌰𐌹𐍂𐌰𐌿𐌾𐌰 	 baιrøɕa	baιrauɕa 	 	 Beroea,Thrace,Stara Zagora
𐌱𐌰𐌹𐍂𐌷𐍄𐍃 	 baιrḫts	baιrḫts 	 	 bright,clear,manifest,evident
𐌱𐌰𐌹𐍄𐍂𐍃 	 baιtrs	baιtrs 	 	 bitter
𐌱𐌰𐌾𐍉𐌸𐍃 	 baɕuƌs	baɕōƒs 	 	 both
𐌱𐌰𐌿𐌰𐌽𐌰𐌹𐍂𐌲𐌰𐌹𐍃 	 bøanaιrgaιs	bauanaιrgaιs 	 	 Boanerges,Jesus
𐌱𐌰𐌿𐌸𐍃 	 bøƌs	bauƒs 	 	 deaf,mute,flavorless,dull
𐌱𐌰𐍂𐌹𐌶𐌴𐌹𐌽𐍃 	 barιzeιns	barιsheιns 	 	 barley
𐌱𐌰𐍂𐌽𐌹𐍃𐌺𐍃 	 barnιschs	barnιshs 	 	 childlike,child
𐌱𐌰𐍄𐌹𐌶𐌰 	 batιza	batιsha 	 	 better
𐌱𐌰𐍄𐌹𐍃𐍄𐍃 	 batιsts	batιsts 	 	 best
𐌱𐌰𐍄𐍅𐌹𐌽𐍃 	 batwens	batvιns 	 	 
𐌱𐌹- 	 be-	- 	 	 
𐌱𐌹𐌿𐌷𐍄𐍃 	 beuḫts	uḫts 	 	 accustomed,wont
𐌱𐌹𐍂𐌴𐌹𐌺𐌴𐌹𐍃 	 bereιkeιs	reιkeιs 	 	 jeopardy,danger
𐌱𐌹𐍂𐌴𐌺𐌴𐌹𐍃 	 berekeιs	rekeιs 	 	 
𐌱𐌻𐌴𐌹𐌸𐍃 	 bleιƌs	bleιƒs 	 	 merciful,kindhearted
𐌱𐌻𐌹𐌽𐌳𐍃 	 blιnds	blιnds 	 	 blind
𐌱𐌻𐍉𐌸𐌰𐍂𐌹𐌽𐌽𐌰𐌽𐌳𐍃 	 bluƌarιnnands	blōƒarιnnands 	 	 blood,hemorrhaging
𐌱𐍂𐌰𐌹𐌸𐍃 	 braιƌs	braιƒs 	 	 broad,wide
𐌱𐍂𐌿𐌺𐍃 	 bruks	bruks 	 	 useful,profitable
redirect to 𐌲𐌰𐌱𐌹𐌲𐍃
𐌲𐌰𐌱𐌴𐌹𐌲𐍃 	 gebeιgs	beιgs 	 	 rich,wealthy
𐌲𐌰𐌱𐌹𐌲𐍃 	 gebegs	bιgs 	 	 rich,wealthy
𐌲𐌰𐌱𐍂𐌹𐌴𐌻 	 gebrιel	brιel 	 	 Gabriel,Biblical
𐌲𐌰𐌳𐍉𐍆 	 geduf	dōf 	 	 indeclinable,proper,becoming,seemly
𐌲𐌰𐌻𐌰𐌿𐍆𐍃 	 geløfs	laufs 	 	 valuable,costly,expensive
𐌲𐌰𐌻𐌰𐍄𐌹𐌰 	 gelatιa	latιa 	 	 Galatia
𐌲𐌰𐌻𐌴𐌹𐌺𐍃 	 geleιks	leιks 	 	 alike,similar
𐌲𐌰𐌼𐌰𐌹𐌸𐍃 	 gemaιƌs	maιƒs 	 	 crippled,wounded,maimed
𐌲𐌰𐌼𐌰𐌹𐌽𐍃 	 gemaιns	maιns 	 	 common,shared,vulgar,unclean
𐌲𐌰𐌽𐍉𐌷𐍃 	 genuḫs	nōḫs 	 	 abundant,plentiful,sufficient
𐌲𐌰𐌿𐍂𐍃 	 geurs	urs 	 	 sad,sorrowful
𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐍃 	 geraιḫts	raιḫts 	 	 righteous,just
𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐍉𐌶𐌰 	 geraιḫtuza	raιḫtōsha 	 	 
redirect to 𐌲𐌰𐍃𐍄𐌹𐌲𐍉𐌸𐍃
𐌲𐌰𐍃𐍄𐌹𐌲𐍉𐌳𐍃 	 gestιguds	stιgōds 	 	 hospitable,welcoming
𐌲𐌰𐍃𐍄𐌹𐌲𐍉𐌸𐍃 	 gestιguƌs	stιgōƒs 	 	 hospitable,welcoming
𐌲𐌰𐍄𐌹𐌻𐍃 	 getιls	tιls 	 	 fit,convenient
𐌲𐌰𐍅𐌰𐌹𐍂𐌸𐌴𐌹𐌲𐍃 	 geweιrƌeιgs	vaιrƒeιgs 	 	 peaceful,peaceable
𐌲𐌰𐍅𐌹𐌻𐌾𐌹𐍃 	 gewelɕιs	vιlɕιs 	 	 concordant,unanimous,will
𐌲𐌰𐍈𐌰𐌹𐍂𐌱𐍃 	 gewaιrbs	whaιrbs 	 	 amenable,agreeable,persuadable
𐌲𐌿𐌳𐌰𐌻𐌰𐌿𐍃 	 gudaløs	gudalaus 	 	 godless
𐌲𐌿𐌳𐌰𐍆𐌰𐌿𐍂𐌷𐍄𐍃 	 gudaførḫts	gudafaurḫts 	 	 god-fearing,devout
𐌲𐌿𐌳𐌹𐌻𐌿𐌱 	 gudιlub	gudιlub 	 	 
𐌲𐌿𐌳𐌹𐍃𐌺𐍃 	 gudιschs	gudιshs 	 	 divine
𐌲𐌿𐌻𐌸𐌴𐌹𐌽𐍃 	 gulƌeιns	gulƒeιns 	 	 golden
𐌲𐌿𐌼𐌰𐌺𐌿𐌽𐌳𐍃 	 gumakunds	gumakunds 	 	 male
𐌲𐌿𐍄𐌸𐌹𐌿𐌳𐌰 	 gutƌιuda	gutƒιuda 	 	 Goths
𐌲𐍂𐌴𐌳𐌰𐌲𐍃 	 gredags	gredags 	 	 hungry
𐌲𐍉𐌳𐌰𐌺𐌿𐌽𐌳𐍃 	 gudakunds	gōdakunds 	 	 noble,birth,well-born,good
redirect to 𐌲𐍉𐌸𐍃
𐌲𐍉𐌳𐍃 	 guds	gōds 	 	 𐌱𐌰𐍄𐌹𐌶𐌰,𐌹𐌿𐍃𐌹𐌶𐌰,good
𐌲𐍉𐌸𐍃 	 guƌs	gōƒs 	 	 𐌱𐌰𐍄𐌹𐌶𐌰,𐌹𐌿𐍃𐌹𐌶𐌰,good
𐌳𐌰𐌼𐌾𐌰𐌽𐌿𐍃 	 damɕanus	damɕanus 	 	 
𐌳𐌰𐌿𐌸𐌿𐌱𐌻𐌴𐌹𐍃 	 døƌubleιs	dauƒubleιs 	 	 appointed,death
𐌳𐌰𐌿𐌸𐍃 	 døƌs	dauƒs 	 	 dead
𐌳𐌰𐌿𐍆𐍃 	 døfs	daufs 	 	 deaf
𐌳𐌰𐍅𐌴𐌹𐌳 	 daweιd	daveιd 	 	 David,Biblical
𐌳𐌹𐌲𐌰𐌽𐍃 	 dιgans	dιgans 	 	 earthen,clay
𐌳𐌹𐌿𐍀𐍃 	 dιups	dιups 	 	 deep
𐌳𐌹𐍃- 	 des-	dis- 	 	 apart,asunder,dis-
𐌳𐌿- 	 du-	du- 	 	 
𐌳𐌿𐌼𐌱𐍃 	 dumbs	dumbs 	 	 dumb,mute,speechless
𐌳𐍂𐌿𐌲𐌺𐌰𐌽𐍃 	 drunkans	drugkans 	 	 intoxicated,drunk
𐌳𐍅𐌰𐌻𐍃 	 dwels	dvals 	 	 foolish
𐌴𐌹𐍃𐌰𐍂𐌽𐌴𐌹𐌽𐍃 	 eιsarneιns	eιsarneιns 	 	 iron
𐌵𐌰𐌹𐍂𐍂𐌿𐍃 	 kraιrrus	caιrrus 	 	 gentle,patient,calm
𐌵𐌹𐌽𐌰𐌺𐌿𐌽𐌳𐍃 	 krιnakunds	cιnakunds 	 	 female
𐌵𐌹𐌽𐌴𐌹𐌽𐍃 	 krιneιns	cιneιns 	 	 female
𐌵𐌹𐌿𐍃 	 krιus	cιus 	 	 alive,lively
𐌶𐌴𐌻𐍉𐍄𐌴𐍃 	 zelutes	shelōtes 	 	 
𐌷𐌰𐌹𐌷𐍃 	 ḫaιḫs	ḫaιḫs 	 	 one-eyed
𐌷𐌰𐌹𐌸𐌹𐍅𐌹𐍃𐌺𐍃 	 ḫaιƌιweschs	ḫaιƒιvιshs 	 	 wild,field,heath
𐌷𐌰𐌹𐌻𐌰𐌲𐍃 	 ḫaιlags	ḫaιlags 	 	 ᚺᚨᛁᛚᚨᚷᛊ,hailags,holy,sacred
𐌷𐌰𐌹𐌻𐍃 	 ḫaιls	ḫaιls 	 	 whole,healthy,sound,hail,greetings
𐌷𐌰𐌻𐌱𐍃 	 ḫalbs	ḫalbs 	 	 half
𐌷𐌰𐌻𐌺𐍃 	 ḫalks	ḫalks 	 	 in vain,vain,futile
𐌷𐌰𐌽𐌳𐌿𐌲𐍃 	 ḫandugs	ḫandugs 	 	 
𐌷𐌰𐌽𐌳𐌿𐌲𐍉𐌶𐌰 	 ḫanduguza	ḫandugōsha 	 	 wiser
𐌷𐌰𐌽𐌳𐌿𐍅𐌰𐌿𐍂𐌷𐍄𐍃 	 ḫanduweurḫts	ḫanduvaurḫts 	 	 handwrought,made,hand
𐌷𐌰𐌿𐌷𐌷𐌰𐌹𐍂𐍄𐍃 	 ḫøḫḫaιrts	ḫauḫḫaιrts 	 	 proud,haughty
𐌷𐌰𐌿𐌷𐌸𐌿𐌷𐍄𐍃 	 ḫøḫƌuḫts	ḫauḫƒuḫts 	 	 haughty
𐌷𐌰𐌿𐌷𐌹𐍃𐍄𐍃 	 ḫøḫιsts	ḫauḫιsts 	 	 highest
𐌷𐌰𐌿𐌷𐍃 	 ḫøḫs	ḫauḫs 	 	 high
𐌷𐌰𐌿𐌽𐍃 	 ḫøns	ḫauns 	 	 low,humble
𐌷𐌰𐍂𐌳𐌹𐌶𐌰 	 ḫardιza	ḫardιsha 	 	 harder
𐌷𐌰𐍂𐌳𐌿𐍃 	 ḫardus	ḫardus 	 	 hard
𐌷𐌴𐌻𐌴𐌹 	 ḫeleι	ḫeleι 	 	 my God
𐌷𐌹𐌼𐌹𐌽𐌰𐌺𐌿𐌽𐌳𐍃 	 ḫιmιnakunds	ḫιmιnakunds 	 	 born,heaven,heavenly
𐌷𐌹𐍂𐌹 	 ḫιrι	ḫιrι 	 	 come,hither
𐌷𐌹𐍂𐌾𐌰𐍄𐍃 	 ḫιrɕats	ḫιrɕats 	 	 
𐌷𐌹𐍂𐌾𐌹𐌸 	 ḫιrɕιƌ	ḫιrɕιƒ 	 	 
𐌷𐌻𐌴𐌸𐍂𐌰𐍃𐍄𐌰𐌺𐌴𐌹𐌽𐍃 	 ḫleƌrastakeιns	ḫleƒrastakeιns 	 	 Tabernacles,Sukkot
𐌷𐌻𐌿𐍄𐍂𐍃 	 ḫlutrs	ḫlutrs 	 	 clean,pure
𐌷𐌽𐌰𐌹𐍅𐍃 	 ḫnaιws	ḫnaιvs 	 	 low,lowly
𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌷𐌰𐌹𐍂𐍄𐍃 	 ḫraιnigaḫaιrts	ḫraιnɕaḫaιrts 	 	 pure-hearted,goodhearted
𐌷𐍂𐌰𐌹𐌽𐍃 	 ḫraιns	ḫraιns 	 	 clean
𐌷𐍂𐍉𐌸𐌴𐌹𐌲𐍃 	 ḫruƌeιgs	ḫrōƒeιgs 	 	 glorious,triumphant
𐌸𐌰𐌽𐌳𐌴 	 ƌande	ƒandth 	 	 while,as long as,because,since
𐌸𐌰𐌿𐌷 	 ƌøḫ	ƒauḫ 	 	 though
𐌸𐌰𐌿𐌷𐌾𐌰𐌱𐌰𐌹 	 ƌøḫɕabaι	ƒauḫɕabaι 	 	 even,though
𐌸𐌰𐌿𐍂𐍃𐌿𐍃 	 ƌørsus	ƒaursus 	 	 dry
𐌸𐌰𐌿𐍂𐍆𐍄𐍉𐌶𐌰 	 ƌørftuza	ƒaurftōsha 	 	 
𐌸𐌰𐍄𐌴𐌹 	 ƌateι	ƒateι 	 	 that
𐌸𐌹𐌿𐌸𐌴𐌹𐌲𐍃 	 ƌιuƌeιgs	ƒιuƒeιgs 	 	 good
𐌸𐍂𐌴𐌹𐍃 	 ƌreιs	ƒreιs 	 	 three
𐌸𐍂𐌴𐌹𐍃 𐍄𐌹𐌲𐌾𐌿𐍃 	 ƌreιs tιgɕus	ƒreιs tιgɕus 	 	 thirty
𐌸𐍂𐌹𐌳𐌾𐌰 	 ƌrιdɕa	ƒrιdɕa 	 	 third
𐌸𐍂𐌿𐍄𐍃𐍆𐌹𐌻𐌻𐍃 	 ƌrutsfιlls	ƒrutsfιlls 	 	 leprous
𐌸𐍅𐌰𐌹𐍂𐌷𐍃 	 ƌweιrḫs	ƒvaιrḫs 	 	 angry
𐌸𐍉𐌼𐌰𐍃 	 ƌumas	ƒōmas 	 	 Thomas,Biblical
𐌹𐌰𐌹𐍂𐌴𐌹𐌺𐍉 	 ιaιreιku	ιaιreιkō 	 	 Jericho
𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌻𐌴𐌼 	 ιaιrusalem	ιaιrusalem 	 	 Jerusalem
redirect to 𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌻𐌴𐌼
𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌿𐌻𐍅𐌼𐌰 	 ιaιrusølwma	ιaιrusaulvma 	 	 Jerusalem
